v_net_count,success_count,inservice_count,total_revenue,total_cost,total_time_revenue,total_time_cost,long_term_r2c_ratio,long_term_time_r2c_ratio,num_running_p_net_nodes,event_id,event_type,event_time,p_net_available_resource,p_net_node_available_resource,p_net_link_available_resource,p_net_node_resource_utilization,p_net_link_resource_utilization,v_net_id,v_net_lifetime,v_net_arrival_time,v_net_num_nodes,v_net_num_egdes,result,node_slots,link_paths,node_slots_info,link_paths_info,v_net_cost,v_net_revenue,v_net_demand,v_net_node_demand,v_net_link_demand,v_net_node_revenue,v_net_link_revenue,v_net_node_cost,v_net_link_cost,v_net_path_cost,v_net_r2c_ratio,v_net_time_cost,v_net_time_revenue,v_net_time_rc_ratio,description,v_net_total_hard_constraint_violation,v_net_single_step_constraint_offset,v_net_constraint_offsets,v_net_constraint_violations,v_net_single_step_violation_list,v_net_single_step_hard_constraint_offset,v_net_max_single_step_hard_constraint_violation,place_result,route_result,early_rejection,revoke_times,selected_actions,num_interactions,v_net_reward,num_placed_nodes,num_routed_links
1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,14.0,46185,7251,38934,0.0,0.0,0,38.328229919214216,14.0,7,12,False,"{0: 0, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5, 6: 6}","{(0, 1): [(0, 76), (76, 1)], (0, 4): [(0, 4)], (0, 5): [(0, 58), (58, 5)], (0, 6): [(0, 79), (79, 51), (51, 6)], (1, 4): [(1, 52), (52, 4)], (1, 5): [(1, 5)], (2, 3): [(2, 73), (73, 3)], (2, 5): [(2, 94), (94, 5)], (2, 6): [(2, 63), (63, 5), (5, 6)], (3, 5): [(3, 41), (41, 5)], (4, 6): []}","{(0, 0): {'cpu': 9}, (1, 1): {'cpu': 12}, (2, 2): {'cpu': 13}, (3, 3): {'cpu': 17}, (4, 4): {'cpu': 1}, (5, 5): {'cpu': 1}, (6, 6): {'cpu': 10}}","{((0, 1), (0, 76)): {'bw': 25}, ((0, 1), (76, 1)): {'bw': 25}, ((0, 4), (0, 4)): {'bw': 22}, ((0, 5), (0, 58)): {'bw': 28}, ((0, 5), (58, 5)): {'bw': 28}, ((0, 6), (0, 79)): {'bw': 47}, ((0, 6), (79, 51)): {'bw': 47}, ((0, 6), (51, 6)): {'bw': 47}, ((1, 4), (1, 52)): {'bw': 36}, ((1, 4), (52, 4)): {'bw': 36}, ((1, 5), (1, 5)): {'bw': 5}, ((2, 3), (2, 73)): {'bw': 33}, ((2, 3), (73, 3)): {'bw': 33}, ((2, 5), (2, 94)): {'bw': 46}, ((2, 5), (94, 5)): {'bw': 46}, ((2, 6), (2, 63)): {'bw': 25}, ((2, 6), (63, 5)): {'bw': 25}, ((2, 6), (5, 6)): {'bw': 25}, ((3, 5), (3, 41)): {'bw': 39}, ((3, 5), (41, 5)): {'bw': 39}}",0.0,0.0,438.0,63.0,375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Route Failure,12.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {0: {'cpu': -78}, 1: {'cpu': -81}, 2: {'cpu': -49}, 3: {'cpu': -41}, 4: {'cpu': -58}, 5: {'cpu': -60}, 6: {'cpu': -45}}, 'link_level': {(0, 1): {'bw': -30}, (0, 4): {'bw': -31}, (0, 5): {'bw': -58}, (0, 6): {'bw': -15}, (1, 4): {'bw': -19}, (1, 5): {'bw': -50}, (2, 3): {'bw': -33}, (2, 5): {'bw': -7}, (2, 6): {'bw': -31}, (3, 5): {'bw': -43}, (4, 6): {'bw': 12}}, 'path_level': {(0, 1): {'latency': -1.1378491836043336}, (0, 4): {'latency': -0.008775386422527731}, (0, 5): {'latency': -2.3280078102446247}, (0, 6): {'latency': -2.668504749250828}, (1, 4): {'latency': -6.648381222518431}, (1, 5): {'latency': -1.7442787788591008}, (2, 3): {'latency': -6.527880262149621}, (2, 5): {'latency': -1.1968233398364485}, (2, 6): {'latency': -2.1841444716559533}, (3, 5): {'latency': -2.1116583356868706}, (4, 6): {'latency': 9.643040970450539}}}","{'node_level': {0: {'cpu': 0}, 1: {'cpu': 0}, 2: {'cpu': 0}, 3: {'cpu': 0}, 4: {'cpu': 0}, 5: {'cpu': 0}, 6: {'cpu': 0}}, 'link_level': {(0, 1): {'bw': 0}, (0, 4): {'bw': 0}, (0, 5): {'bw': 0}, (0, 6): {'bw': 0}, (1, 4): {'bw': 0}, (1, 5): {'bw': 0}, (2, 3): {'bw': 0}, (2, 5): {'bw': 0}, (2, 6): {'bw': 0}, (3, 5): {'bw': 0}, (4, 6): {'bw': 12}}, 'path_level': {(0, 1): {'latency': 0}, (0, 4): {'latency': 0}, (0, 5): {'latency': 0}, (0, 6): {'latency': 0}, (1, 4): {'latency': 0}, (1, 5): {'latency': 0}, (2, 3): {'latency': 0}, (2, 5): {'latency': 0}, (2, 6): {'latency': 0}, (3, 5): {'latency': 0}, (4, 6): {'latency': 9.643040970450539}}}",[],0.0,0.0,True,False,False,0,[],0,0.0,7.0,11.0
2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,29.0,46185,7251,38934,0.0,0.0,1,773.1176599127975,29.0,10,24,False,"{0: 0, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5, 6: 6, 7: 7, 8: 8, 9: 9}","{(0, 3): [(0, 79), (79, 3)], (0, 4): [(0, 4)], (0, 5): [(0, 39), (39, 94), (94, 5)], (0, 6): [(0, 58), (58, 5), (5, 6)], (0, 7): []}","{(0, 0): {'cpu': 6}, (1, 1): {'cpu': 7}, (2, 2): {'cpu': 5}, (3, 3): {'cpu': 3}, (4, 4): {'cpu': 11}, (5, 5): {'cpu': 1}, (6, 6): {'cpu': 17}, (7, 7): {'cpu': 4}, (8, 8): {'cpu': 15}, (9, 9): {'cpu': 13}}","{((0, 3), (0, 79)): {'bw': 49}, ((0, 3), (79, 3)): {'bw': 49}, ((0, 4), (0, 4)): {'bw': 6}, ((0, 5), (0, 39)): {'bw': 50}, ((0, 5), (39, 94)): {'bw': 50}, ((0, 5), (94, 5)): {'bw': 50}, ((0, 6), (0, 58)): {'bw': 11}, ((0, 6), (58, 5)): {'bw': 11}, ((0, 6), (5, 6)): {'bw': 11}}",0.0,0.0,753.0,82.0,671.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Route Failure,8.525788495200512,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {0: {'cpu': -81}, 1: {'cpu': -86}, 2: {'cpu': -57}, 3: {'cpu': -55}, 4: {'cpu': -48}, 5: {'cpu': -60}, 6: {'cpu': -38}, 7: {'cpu': -61}, 8: {'cpu': -35}, 9: {'cpu': -53}}, 'link_level': {(0, 3): {'bw': -29}, (0, 4): {'bw': -47}, (0, 5): {'bw': -19}, (0, 6): {'bw': -45}, (0, 7): {'bw': -11}}, 'path_level': {(0, 3): {'latency': -0.410987084222759}, (0, 4): {'latency': -7.796209727964843}, (0, 5): {'latency': -2.411456463917184}, (0, 6): {'latency': -2.8878951056940814}, (0, 7): {'latency': 8.525788495200512}}}","{'node_level': {0: {'cpu': 0}, 1: {'cpu': 0}, 2: {'cpu': 0}, 3: {'cpu': 0}, 4: {'cpu': 0}, 5: {'cpu': 0}, 6: {'cpu': 0}, 7: {'cpu': 0}, 8: {'cpu': 0}, 9: {'cpu': 0}}, 'link_level': {(0, 3): {'bw': 0}, (0, 4): {'bw': 0}, (0, 5): {'bw': 0}, (0, 6): {'bw': 0}, (0, 7): {'bw': 0}}, 'path_level': {(0, 3): {'latency': 0}, (0, 4): {'latency': 0}, (0, 5): {'latency': 0}, (0, 6): {'latency': 0}, (0, 7): {'latency': 8.525788495200512}}}",[],0.0,0.0,True,False,False,0,[],0,0.0,10.0,5.0
3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,1,44.0,46185,7251,38934,0.0,0.0,2,33.10586933986429,44.0,7,7,False,"{0: 0, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5, 6: 6}","{(0, 4): [(0, 4)], (0, 5): []}","{(0, 0): {'cpu': 19}, (1, 1): {'cpu': 19}, (2, 2): {'cpu': 6}, (3, 3): {'cpu': 16}, (4, 4): {'cpu': 11}, (5, 5): {'cpu': 15}, (6, 6): {'cpu': 20}}","{((0, 4), (0, 4)): {'bw': 10}}",0.0,0.0,294.0,106.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Route Failure,10.60923100149799,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {0: {'cpu': -68}, 1: {'cpu': -74}, 2: {'cpu': -56}, 3: {'cpu': -42}, 4: {'cpu': -48}, 5: {'cpu': -46}, 6: {'cpu': -35}}, 'link_level': {(0, 4): {'bw': -43}, (0, 5): {'bw': 0}}, 'path_level': {(0, 4): {'latency': -9.804289371781598}, (0, 5): {'latency': 10.60923100149799}}}","{'node_level': {0: {'cpu': 0}, 1: {'cpu': 0}, 2: {'cpu': 0}, 3: {'cpu': 0}, 4: {'cpu': 0}, 5: {'cpu': 0}, 6: {'cpu': 0}}, 'link_level': {(0, 4): {'bw': 0}, (0, 5): {'bw': 0}}, 'path_level': {(0, 4): {'latency': 0}, (0, 5): {'latency': 10.60923100149799}}}",[],0.0,0.0,True,False,False,0,[],0,0.0,7.0,2.0
3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,52.328229919214216,46185,7251,38934,0.0,0.0,0,38.328229919214216,14.0,7,12,False,{},{},{},{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leave Event,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}",[],0.0,0.0,True,True,False,0,[],0,0.0,,
4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,1,58.0,46185,7251,38934,0.0,0.0,3,219.49313001628371,58.0,2,1,False,"{0: 0, 1: 1}","{(0, 1): []}","{(0, 0): {'cpu': 4}, (1, 1): {'cpu': 12}}",{},0.0,0.0,20.0,16.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Route Failure,11.187701940307484,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {0: {'cpu': -83}, 1: {'cpu': -81}}, 'link_level': {(0, 1): {'bw': -56}}, 'path_level': {(0, 1): {'latency': 11.187701940307484}}}","{'node_level': {0: {'cpu': 0}, 1: {'cpu': 0}}, 'link_level': {(0, 1): {'bw': 0}}, 'path_level': {(0, 1): {'latency': 11.187701940307484}}}",[],0.0,0.0,True,False,False,0,[],0,0.0,2.0,1.0
5,1,1,66.0,105.0,93868.66447724175,149336.51166833914,0.6285714285714286,0.6285714285714286,2,5,1,73.0,46080,7224,38856,0.0037236243276789205,0.0020033903529048658,4,1422.2524920794203,73.0,2,1,True,"{0: 0, 1: 1}","{(0, 1): [(0, 76), (76, 1)]}","{(0, 0): {'cpu': 18}, (1, 1): {'cpu': 9}}","{((0, 1), (0, 76)): {'bw': 39}, ((0, 1), (76, 1)): {'bw': 39}}",105.0,66.0,66.0,27.0,39.0,27.0,39.0,27.0,78.0,39.0,0.6285714285714286,149336.51166833914,93868.66447724175,893.9872807356356,Success,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {0: {'cpu': -69}, 1: {'cpu': -84}}, 'link_level': {(0, 1): {'bw': -16}}, 'path_level': {(0, 1): {'latency': -4.544785432391575}}}","{'node_level': {0: {'cpu': 0}, 1: {'cpu': 0}}, 'link_level': {(0, 1): {'bw': 0}}, 'path_level': {(0, 1): {'latency': 0}}}",[],0.0,0.0,True,True,False,0,[],0,0.0,2.0,1.0
5,1,1,66.0,105.0,93868.66447724175,149336.51166833914,0.6285714285714286,0.6285714285714286,2,6,0,77.10586933986428,46080,7224,38856,0.0037236243276789205,0.0020033903529048658,2,33.10586933986429,44.0,7,7,False,{},{},{},{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leave Event,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}",[],0.0,0.0,True,True,False,0,[],0,0.0,,
6,2,2,138.0,246.0,111066.53306420676,183015.67098447896,0.5609756097560976,0.6068689772124815,3,7,1,82.0,45939,7188,38751,0.008688456764584185,0.00470026198181539,5,238.85928593006952,82.0,3,2,True,"{0: 0, 1: 1, 2: 2}","{(0, 2): [(0, 82), (82, 2)], (1, 2): [(1, 5), (5, 63), (63, 2)]}","{(0, 0): {'cpu': 16}, (1, 1): {'cpu': 8}, (2, 2): {'cpu': 12}}","{((0, 2), (0, 82)): {'bw': 3}, ((0, 2), (82, 2)): {'bw': 3}, ((1, 2), (1, 5)): {'bw': 33}, ((1, 2), (5, 63)): {'bw': 33}, ((1, 2), (63, 2)): {'bw': 33}}",141.0,72.0,72.0,36.0,36.0,36.0,36.0,36.0,105.0,69.0,0.5106382978723404,33679.159316139805,17197.868586965007,121.97069919833336,Success,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {0: {'cpu': -53}, 1: {'cpu': -76}, 2: {'cpu': -50}}, 'link_level': {(0, 2): {'bw': -56}, (1, 2): {'bw': -22}}, 'path_level': {(0, 2): {'latency': -5.957736002725504}, (1, 2): {'latency': -6.854711917799621}}}","{'node_level': {0: {'cpu': 0}, 1: {'cpu': 0}, 2: {'cpu': 0}}, 'link_level': {(0, 2): {'bw': 0}, (1, 2): {'bw': 0}}, 'path_level': {(0, 2): {'latency': 0}, (1, 2): {'latency': 0}}}",[],0.0,0.0,True,True,False,0,[],0,0.0,3.0,2.0
7,2,2,138.0,246.0,111066.53306420676,183015.67098447896,0.5609756097560976,0.6068689772124815,3,8,1,101.0,45939,7188,38751,0.008688456764584185,0.00470026198181539,6,719.678975926222,101.0,9,19,False,"{0: 0, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5, 6: 6, 7: 7, 8: 8}","{(0, 3): [(0, 79), (79, 3)], (0, 5): [(0, 58), (58, 5)], (0, 6): [(0, 79), (79, 51), (51, 6)], (0, 7): [(0, 50), (50, 7)], (1, 4): [(1, 52), (52, 4)], (1, 5): [(1, 5)], (1, 6): []}","{(0, 0): {'cpu': 6}, (1, 1): {'cpu': 3}, (2, 2): {'cpu': 20}, (3, 3): {'cpu': 12}, (4, 4): {'cpu': 18}, (5, 5): {'cpu': 6}, (6, 6): {'cpu': 14}, (7, 7): {'cpu': 16}, (8, 8): {'cpu': 11}}","{((0, 3), (0, 79)): {'bw': 30}, ((0, 3), (79, 3)): {'bw': 30}, ((0, 5), (0, 58)): {'bw': 18}, ((0, 5), (58, 5)): {'bw': 18}, ((0, 6), (0, 79)): {'bw': 18}, ((0, 6), (79, 51)): {'bw': 18}, ((0, 6), (51, 6)): {'bw': 18}, ((0, 7), (0, 50)): {'bw': 47}, ((0, 7), (50, 7)): {'bw': 47}, ((1, 4), (1, 52)): {'bw': 8}, ((1, 4), (52, 4)): {'bw': 8}, ((1, 5), (1, 5)): {'bw': 18}}",0.0,0.0,604.0,106.0,498.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Route Failure,4.841337374112474,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {0: {'cpu': -47}, 1: {'cpu': -73}, 2: {'cpu': -30}, 3: {'cpu': -46}, 4: {'cpu': -41}, 5: {'cpu': -55}, 6: {'cpu': -41}, 7: {'cpu': -49}, 8: {'cpu': -39}}, 'link_level': {(0, 3): {'bw': -48}, (0, 5): {'bw': -68}, (0, 6): {'bw': -40}, (0, 7): {'bw': -30}, (1, 4): {'bw': -47}, (1, 5): {'bw': -4}, (1, 6): {'bw': -42}}, 'path_level': {(0, 3): {'latency': -4.795274211910202}, (0, 5): {'latency': -5.841469875635202}, (0, 6): {'latency': -3.111838356128901}, (0, 7): {'latency': -2.3213175231296628}, (1, 4): {'latency': -1.9763656760648018}, (1, 5): {'latency': -7.868564913684411}, (1, 6): {'latency': 4.841337374112474}}}","{'node_level': {0: {'cpu': 0}, 1: {'cpu': 0}, 2: {'cpu': 0}, 3: {'cpu': 0}, 4: {'cpu': 0}, 5: {'cpu': 0}, 6: {'cpu': 0}, 7: {'cpu': 0}, 8: {'cpu': 0}}, 'link_level': {(0, 3): {'bw': 0}, (0, 5): {'bw': 0}, (0, 6): {'bw': 0}, (0, 7): {'bw': 0}, (1, 4): {'bw': 0}, (1, 5): {'bw': 0}, (1, 6): {'bw': 0}}, 'path_level': {(0, 3): {'latency': 0}, (0, 5): {'latency': 0}, (0, 6): {'latency': 0}, (0, 7): {'latency': 0}, (1, 4): {'latency': 0}, (1, 5): {'latency': 0}, (1, 6): {'latency': 4.841337374112474}}}",[],0.0,0.0,True,False,False,0,[],0,0.0,9.0,7.0
8,2,2,138.0,246.0,111066.53306420676,183015.67098447896,0.5609756097560976,0.6068689772124815,3,9,1,109.0,45939,7188,38751,0.008688456764584185,0.00470026198181539,7,738.317450729603,109.0,8,16,False,"{0: 0, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5, 6: 6, 7: 7}","{(0, 1): []}","{(0, 0): {'cpu': 6}, (1, 1): {'cpu': 3}, (2, 2): {'cpu': 1}, (3, 3): {'cpu': 8}, (4, 4): {'cpu': 9}, (5, 5): {'cpu': 2}, (6, 6): {'cpu': 5}, (7, 7): {'cpu': 7}}",{},0.0,0.0,419.0,41.0,378.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Route Failure,6.83270410215469,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {0: {'cpu': -47}, 1: {'cpu': -73}, 2: {'cpu': -49}, 3: {'cpu': -50}, 4: {'cpu': -50}, 5: {'cpu': -59}, 6: {'cpu': -50}, 7: {'cpu': -58}}, 'link_level': {(0, 1): {'bw': -26}}, 'path_level': {(0, 1): {'latency': 6.83270410215469}}}","{'node_level': {0: {'cpu': 0}, 1: {'cpu': 0}, 2: {'cpu': 0}, 3: {'cpu': 0}, 4: {'cpu': 0}, 5: {'cpu': 0}, 6: {'cpu': 0}, 7: {'cpu': 0}}, 'link_level': {(0, 1): {'bw': 0}}, 'path_level': {(0, 1): {'latency': 6.83270410215469}}}",[],0.0,0.0,True,False,False,0,[],0,0.0,8.0,1.0
