solver_name,run_id,reward_calculator_name,feature_constructor_used_features,acceptance_rate,avg_r2c_ratio,long_term_time_r2c_ratio,long_term_avg_time_revenue,success_count,early_rejection_count,place_failure_count,route_failure_count,total_cost,total_revenue,total_time_revenue,total_time_cost,long_term_r2c_ratio,total_simulation_time,long_term_avg_revenue,long_term_avg_cost,min_p_net_available_resource,min_p_net_node_available_resource,min_p_net_link_available_resource,max_inservice_count,total_violation,total_max_single_step_violation,avg_reward,seed,p_net_dataset_dir,v_nets_dataset_dir,start_run_time,clock_running_time
vanilla_vne,KRUSTYCRAB-20260420T164333-8768,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],0.72,0.4948148070970161,0.6037550074497097,6853.747389408986,72,0,13,15,21136.0,12543.0,6545328.756885582,10841034.320416434,0.5934424678274035,955.0,13.134031413612565,22.13193717277487,33959.0,6512,27337.0,28,0.0,0.0,0.0,3,dataset/p_net\100-waxman_[0.5-0.2]-cpu_[50-100]-rdma_capable_[0-1]-nic_slots_[4-8]-qp_budget_[16-64]-rack_id_[0-9]-bw_[50-100]-latency_[1-5]-rdma_link_[0-1]-seed_3,dataset/v_nets\100-[2-10]-random-500-0.08-cpu_[1-20]-bw_[1-50]-msg_rate_[1-10]-delay_sensitive_[0-1]-flow_type_[1-3]-latency_[2-15]-seed_3,20260420T164334,110.03807187080383
vanilla_vne,KRUSTYCRAB-20260420T164546-5511,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],0.59,0.3649011238273674,0.5645136880136965,6596.18521011425,59,0,15,26,23090.0,12775.0,6101471.319355682,10808367.359212102,0.5532698137721958,925.0,13.81081081081081,24.962162162162162,30702.0,6158,24531.0,25,0.0,0.0,0.0,4,dataset/p_net\100-waxman_[0.5-0.2]-cpu_[50-100]-rdma_capable_[0-1]-nic_slots_[4-8]-qp_budget_[16-64]-rack_id_[0-9]-bw_[50-100]-latency_[1-5]-rdma_link_[0-1]-seed_4,dataset/v_nets\100-[2-10]-random-500-0.08-cpu_[1-20]-bw_[1-50]-msg_rate_[1-10]-delay_sensitive_[0-1]-flow_type_[1-3]-latency_[2-15]-seed_4,20260420T164546,130.52277946472168
always_offload_if_eligible,KRUSTYCRAB-20260420T165356-5593,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],0.73,0.466924994786871,0.5566279353365802,7389.9675246440775,73,0,13,14,26659.0,15075.0,7456477.232365875,13395801.322578453,0.565475074083799,1009.0,14.940535183349851,26.421209117938552,36022.0,5777,30245.0,27,0.0,0.0,0.0,0,dataset/p_net\100-waxman_[0.5-0.2]-cpu_[50-100]-rdma_capable_[0-1]-nic_slots_[4-8]-qp_budget_[16-64]-rack_id_[0-9]-bw_[50-100]-latency_[1-5]-rdma_link_[0-1]-seed_0,dataset/v_nets\100-[2-10]-random-500-0.08-cpu_[1-20]-bw_[1-50]-msg_rate_[1-10]-delay_sensitive_[0-1]-flow_type_[1-3]-latency_[2-15]-seed_0,20260420T165357,141.3345103263855
always_offload_if_eligible,KRUSTYCRAB-20260420T165640-0724,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],0.64,0.3987122680353974,0.544948183142798,7460.800858500622,64,0,11,25,25741.0,14181.0,6565504.755480547,12047943.196390335,0.550910998018725,880.0,16.114772727272726,29.251136363636363,34966.0,6044,28918.0,19,0.0,0.0,0.0,1,dataset/p_net\100-waxman_[0.5-0.2]-cpu_[50-100]-rdma_capable_[0-1]-nic_slots_[4-8]-qp_budget_[16-64]-rack_id_[0-9]-bw_[50-100]-latency_[1-5]-rdma_link_[0-1]-seed_1,dataset/v_nets\100-[2-10]-random-500-0.08-cpu_[1-20]-bw_[1-50]-msg_rate_[1-10]-delay_sensitive_[0-1]-flow_type_[1-3]-latency_[2-15]-seed_1,20260420T165641,156.9352569580078
always_offload_if_eligible,KRUSTYCRAB-20260420T165939-7275,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],0.59,0.35872947840443714,0.548850996507051,7359.832200935514,59,0,20,21,22141.0,12497.0,6955041.429884061,12672002.919092286,0.5644279842825527,945.0,13.224338624338625,23.42962962962963,34441.0,6319,28122.0,25,0.0,0.0,0.0,2,dataset/p_net\100-waxman_[0.5-0.2]-cpu_[50-100]-rdma_capable_[0-1]-nic_slots_[4-8]-qp_budget_[16-64]-rack_id_[0-9]-bw_[50-100]-latency_[1-5]-rdma_link_[0-1]-seed_2,dataset/v_nets\100-[2-10]-random-500-0.08-cpu_[1-20]-bw_[1-50]-msg_rate_[1-10]-delay_sensitive_[0-1]-flow_type_[1-3]-latency_[2-15]-seed_2,20260420T165940,147.08317685127258
always_offload_if_eligible,KRUSTYCRAB-20260420T170228-4383,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],0.67,0.4599177666568726,0.5994574997716282,6000.469348213519,67,0,16,17,17807.0,10728.0,5730448.227543911,9559390.331636531,0.602459706856854,955.0,11.233507853403141,18.646073298429318,35339.0,6634,28705.0,26,0.0,0.0,0.0,3,dataset/p_net\100-waxman_[0.5-0.2]-cpu_[50-100]-rdma_capable_[0-1]-nic_slots_[4-8]-qp_budget_[16-64]-rack_id_[0-9]-bw_[50-100]-latency_[1-5]-rdma_link_[0-1]-seed_3,dataset/v_nets\100-[2-10]-random-500-0.08-cpu_[1-20]-bw_[1-50]-msg_rate_[1-10]-delay_sensitive_[0-1]-flow_type_[1-3]-latency_[2-15]-seed_3,20260420T170229,113.47344493865967
always_offload_if_eligible,KRUSTYCRAB-20260420T170443-6302,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],0.58,0.3471681552801161,0.5374654513253583,6976.316978264158,58,0,19,23,22483.0,12302.0,6453093.204894346,12006526.538554983,0.5471689721122626,925.0,13.29945945945946,24.305945945945947,30979.0,6370,24609.0,23,0.0,0.0,0.0,4,dataset/p_net\100-waxman_[0.5-0.2]-cpu_[50-100]-rdma_capable_[0-1]-nic_slots_[4-8]-qp_budget_[16-64]-rack_id_[0-9]-bw_[50-100]-latency_[1-5]-rdma_link_[0-1]-seed_4,dataset/v_nets\100-[2-10]-random-500-0.08-cpu_[1-20]-bw_[1-50]-msg_rate_[1-10]-delay_sensitive_[0-1]-flow_type_[1-3]-latency_[2-15]-seed_4,20260420T170444,144.00353574752808
rdma_rank,KRUSTYCRAB-20260420T172149-3309,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],0.75,0.4748865551500341,0.5662318490229106,7606.449033301745,75,0,7,18,29152.0,16300.0,7674907.07460146,13554354.259382047,0.5591383095499451,1009.0,16.154608523290385,28.89197224975223,35821.0,5726,30055.0,27,0.0,0.0,0.0,0,dataset/p_net\100-waxman_[0.5-0.2]-cpu_[50-100]-rdma_capable_[0-1]-nic_slots_[4-8]-qp_budget_[16-64]-rack_id_[0-9]-bw_[50-100]-latency_[1-5]-rdma_link_[0-1]-seed_0,dataset/v_nets\100-[2-10]-random-500-0.08-cpu_[1-20]-bw_[1-50]-msg_rate_[1-10]-delay_sensitive_[0-1]-flow_type_[1-3]-latency_[2-15]-seed_0,20260420T172149,145.69529008865356
rdma_rank,KRUSTYCRAB-20260420T172437-3574,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],0.6,0.379587710216233,0.5410231016387015,6484.179440122861,60,0,15,25,22505.0,12515.0,5706077.9073081175,10546828.573539676,0.5560986447456121,880.0,14.221590909090908,25.573863636363637,36464.0,6180,30252.0,20,0.0,0.0,0.0,1,dataset/p_net\100-waxman_[0.5-0.2]-cpu_[50-100]-rdma_capable_[0-1]-nic_slots_[4-8]-qp_budget_[16-64]-rack_id_[0-9]-bw_[50-100]-latency_[1-5]-rdma_link_[0-1]-seed_1,dataset/v_nets\100-[2-10]-random-500-0.08-cpu_[1-20]-bw_[1-50]-msg_rate_[1-10]-delay_sensitive_[0-1]-flow_type_[1-3]-latency_[2-15]-seed_1,20260420T172437,161.97067666053772
rdma_rank,KRUSTYCRAB-20260420T172741-7531,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],0.61,0.37514310589843347,0.55954366917755,8098.435311291278,61,0,15,24,23522.0,13269.0,7653021.369170258,13677254.86094609,0.5641101947113341,945.0,14.041269841269841,24.891005291005293,33205.0,6205,26941.0,27,0.0,0.0,0.0,2,dataset/p_net\100-waxman_[0.5-0.2]-cpu_[50-100]-rdma_capable_[0-1]-nic_slots_[4-8]-qp_budget_[16-64]-rack_id_[0-9]-bw_[50-100]-latency_[1-5]-rdma_link_[0-1]-seed_2,dataset/v_nets\100-[2-10]-random-500-0.08-cpu_[1-20]-bw_[1-50]-msg_rate_[1-10]-delay_sensitive_[0-1]-flow_type_[1-3]-latency_[2-15]-seed_2,20260420T172742,158.5672323703766
