solver_name,run_id,reward_calculator_name,feature_constructor_used_features,acceptance_rate,avg_r2c_ratio,long_term_time_r2c_ratio,long_term_avg_time_revenue,success_count,early_rejection_count,place_failure_count,route_failure_count,total_cost,total_revenue,total_time_revenue,total_time_cost,long_term_r2c_ratio,total_simulation_time,long_term_avg_revenue,long_term_avg_cost,min_p_net_available_resource,min_p_net_node_available_resource,min_p_net_link_available_resource,max_inservice_count,total_violation,total_max_single_step_violation,avg_reward,seed,p_net_dataset_dir,v_nets_dataset_dir,start_run_time,clock_running_time
rdma_rank_wo_all_rdma,KRUSTYCRAB-20260507T140656-0637,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],0.73,0.4789001323400428,0.5997752988581827,6870.612240043029,73,0,9,18,25952.0,15257.0,6932447.750203416,11558408.22955031,0.5878930332922319,1009.0,15.120911793855303,25.7205153617443,37871.0,5889,31982.0,25,0.0,0.0,0.0,0,dataset/p_net\100-waxman_[0.5-0.2]-cpu_[50-100]-rdma_capable_[0-1]-nic_slots_[4-8]-qp_budget_[16-64]-rack_id_[0-9]-bw_[50-100]-latency_[1-5]-rdma_link_[0-1]-seed_0,dataset/v_nets\100-[2-10]-random-500-0.08-cpu_[1-20]-bw_[1-50]-msg_rate_[1-10]-delay_sensitive_[0-1]-flow_type_[1-3]-latency_[2-15]-seed_0,20260507T140656,122.62567782402039
rdma_rank_wo_all_rdma,KRUSTYCRAB-20260507T140919-7347,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],0.57,0.3548821636636131,0.5366037638376026,6087.959884681249,57,0,15,28,20515.0,11145.0,5357404.698519499,9983911.89097373,0.5432610285157202,880.0,12.664772727272727,23.3125,37449.0,6223,31196.0,20,0.0,0.0,0.0,1,dataset/p_net\100-waxman_[0.5-0.2]-cpu_[50-100]-rdma_capable_[0-1]-nic_slots_[4-8]-qp_budget_[16-64]-rack_id_[0-9]-bw_[50-100]-latency_[1-5]-rdma_link_[0-1]-seed_1,dataset/v_nets\100-[2-10]-random-500-0.08-cpu_[1-20]-bw_[1-50]-msg_rate_[1-10]-delay_sensitive_[0-1]-flow_type_[1-3]-latency_[2-15]-seed_1,20260507T140919,130.19124746322632
rdma_rank_wo_all_rdma,KRUSTYCRAB-20260507T141149-5907,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],0.58,0.3579317053420716,0.5381571510898935,8226.910650251333,58,0,20,22,23701.0,12718.0,7774430.56448751,14446394.605632348,0.5366018311463652,945.0,13.458201058201059,25.08042328042328,31627.0,6174,25453.0,27,0.0,0.0,0.0,2,dataset/p_net\100-waxman_[0.5-0.2]-cpu_[50-100]-rdma_capable_[0-1]-nic_slots_[4-8]-qp_budget_[16-64]-rack_id_[0-9]-bw_[50-100]-latency_[1-5]-rdma_link_[0-1]-seed_2,dataset/v_nets\100-[2-10]-random-500-0.08-cpu_[1-20]-bw_[1-50]-msg_rate_[1-10]-delay_sensitive_[0-1]-flow_type_[1-3]-latency_[2-15]-seed_2,20260507T141150,113.08985996246338
rdma_rank_wo_all_rdma,KRUSTYCRAB-20260507T141359-7487,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],0.72,0.4948148070970161,0.6037550074497097,6853.747389408986,72,0,13,15,21136.0,12543.0,6545328.756885582,10841034.320416434,0.5934424678274035,955.0,13.134031413612565,22.13193717277487,33959.0,6512,27337.0,28,0.0,0.0,0.0,3,dataset/p_net\100-waxman_[0.5-0.2]-cpu_[50-100]-rdma_capable_[0-1]-nic_slots_[4-8]-qp_budget_[16-64]-rack_id_[0-9]-bw_[50-100]-latency_[1-5]-rdma_link_[0-1]-seed_3,dataset/v_nets\100-[2-10]-random-500-0.08-cpu_[1-20]-bw_[1-50]-msg_rate_[1-10]-delay_sensitive_[0-1]-flow_type_[1-3]-latency_[2-15]-seed_3,20260507T141359,53.2504243850708
rdma_rank_wo_all_rdma,KRUSTYCRAB-20260507T141503-7793,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],0.59,0.3649011238273674,0.5645136880136965,6596.18521011425,59,0,15,26,23090.0,12775.0,6101471.319355682,10808367.359212102,0.5532698137721958,925.0,13.81081081081081,24.962162162162162,30702.0,6158,24531.0,25,0.0,0.0,0.0,4,dataset/p_net\100-waxman_[0.5-0.2]-cpu_[50-100]-rdma_capable_[0-1]-nic_slots_[4-8]-qp_budget_[16-64]-rack_id_[0-9]-bw_[50-100]-latency_[1-5]-rdma_link_[0-1]-seed_4,dataset/v_nets\100-[2-10]-random-500-0.08-cpu_[1-20]-bw_[1-50]-msg_rate_[1-10]-delay_sensitive_[0-1]-flow_type_[1-3]-latency_[2-15]-seed_4,20260507T141503,64.26086783409119
