solver_name,run_id,reward_calculator_name,feature_constructor_used_features,acceptance_rate,avg_r2c_ratio,long_term_time_r2c_ratio,long_term_avg_time_revenue,success_count,early_rejection_count,place_failure_count,route_failure_count,total_cost,total_revenue,total_time_revenue,total_time_cost,long_term_r2c_ratio,total_simulation_time,long_term_avg_revenue,long_term_avg_cost,min_p_net_available_resource,min_p_net_node_available_resource,min_p_net_link_available_resource,max_inservice_count,total_violation,total_max_single_step_violation,avg_reward,seed,p_net_dataset_dir,v_nets_dataset_dir,start_run_time,clock_running_time
ffd_rank,KRUSTYCRAB-20260507T114949-2381,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],0.17,0.10255864893920894,0.5488247396678128,1187.7457832514665,17,0,0,83,3305.0,1775.0,1198435.4953007298,2183639.709875519,0.5370650529500757,1009.0,1.7591674925668979,3.2755203171456886,45159,6967,38180,8,621.8950843383917,0.0,0.0,0,dataset/p_net\100-waxman_[0.5-0.2]-cpu_[50-100]-rdma_capable_[0-1]-nic_slots_[4-8]-qp_budget_[16-64]-rack_id_[0-9]-bw_[50-100]-latency_[1-5]-rdma_link_[0-1]-seed_0,dataset/v_nets\100-[2-10]-random-500-0.08-cpu_[1-20]-bw_[1-50]-msg_rate_[1-10]-delay_sensitive_[0-1]-flow_type_[1-3]-latency_[2-15]-seed_0,20260507T114949,2.5372769832611084
ffd_rank,KRUSTYCRAB-20260507T115003-5216,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],0.19,0.12266250889217296,0.5456092369916482,1496.8378972182836,19,0,0,81,3898.0,2223.0,1317217.3495520896,2414213.80036543,0.5702924576706003,880.0,2.526136363636364,4.429545454545455,44281,6982,37299,7,455.5692760928614,0.0,0.0,1,dataset/p_net\100-waxman_[0.5-0.2]-cpu_[50-100]-rdma_capable_[0-1]-nic_slots_[4-8]-qp_budget_[16-64]-rack_id_[0-9]-bw_[50-100]-latency_[1-5]-rdma_link_[0-1]-seed_1,dataset/v_nets\100-[2-10]-random-500-0.08-cpu_[1-20]-bw_[1-50]-msg_rate_[1-10]-delay_sensitive_[0-1]-flow_type_[1-3]-latency_[2-15]-seed_1,20260507T115003,2.541563034057617
ffd_rank,KRUSTYCRAB-20260507T115016-4803,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],0.18,0.11339351807062144,0.5385868955020724,1583.9319960313073,18,0,0,82,4750.0,2558.0,1496815.7362495854,2779153.6495782156,0.5385263157894736,945.0,2.706878306878307,5.026455026455026,42107,7274,34797,8,641.3257180427347,0.0,0.0,2,dataset/p_net\100-waxman_[0.5-0.2]-cpu_[50-100]-rdma_capable_[0-1]-nic_slots_[4-8]-qp_budget_[16-64]-rack_id_[0-9]-bw_[50-100]-latency_[1-5]-rdma_link_[0-1]-seed_2,dataset/v_nets\100-[2-10]-random-500-0.08-cpu_[1-20]-bw_[1-50]-msg_rate_[1-10]-delay_sensitive_[0-1]-flow_type_[1-3]-latency_[2-15]-seed_2,20260507T115017,2.4892771244049072
ffd_rank,KRUSTYCRAB-20260507T115030-5259,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],0.25,0.15161843101863418,0.5562200937522336,912.7467917954432,25,0,0,75,4278.0,2304.0,871673.1861646483,1567137.1745748767,0.5385694249649369,955.0,2.412565445026178,4.479581151832461,40913,7429,33434,12,734.6840212143074,0.0,0.0,3,dataset/p_net\100-waxman_[0.5-0.2]-cpu_[50-100]-rdma_capable_[0-1]-nic_slots_[4-8]-qp_budget_[16-64]-rack_id_[0-9]-bw_[50-100]-latency_[1-5]-rdma_link_[0-1]-seed_3,dataset/v_nets\100-[2-10]-random-500-0.08-cpu_[1-20]-bw_[1-50]-msg_rate_[1-10]-delay_sensitive_[0-1]-flow_type_[1-3]-latency_[2-15]-seed_3,20260507T115030,2.3982741832733154
ffd_rank,KRUSTYCRAB-20260507T115044-4599,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],0.19,0.10855116621922219,0.5190967284944717,840.5969025434263,19,0,0,81,4994.0,2374.0,777552.1348526693,1497894.5005255414,0.47537044453344013,925.0,2.5664864864864865,5.398918918918919,39743,7372,32323,8,669.1630643309005,0.0,0.0,4,dataset/p_net\100-waxman_[0.5-0.2]-cpu_[50-100]-rdma_capable_[0-1]-nic_slots_[4-8]-qp_budget_[16-64]-rack_id_[0-9]-bw_[50-100]-latency_[1-5]-rdma_link_[0-1]-seed_4,dataset/v_nets\100-[2-10]-random-500-0.08-cpu_[1-20]-bw_[1-50]-msg_rate_[1-10]-delay_sensitive_[0-1]-flow_type_[1-3]-latency_[2-15]-seed_4,20260507T115044,2.4317967891693115
